종목명,제목_전처리,sentiment_binary
삼성화재,손보 사 분기 실적 당기순이익편 비교,1
삼성화재,삼성,-1
삼성화재,삼성화재 핵심종목 밸류업 핵심종목,1
삼성화재,NEX에서 파는 바보개미들아,1
삼성화재,몇주로 프로 까지 건거에요,1
삼성화재,마이너스 산 사람,-1
삼성화재,삼성화재,-1
삼성화재,조금전 떡락에 웃긴점,1
삼성화재,미친 장난질 심하네,-1
삼성화재,일일천하,-1
삼성화재,왜 이렇게 올리,-1
삼성화재,삼성화재 분기 컨콜 리포트 리뷰 년,1
삼성화재,너마저,-1
삼성화재,화재,-1
삼성화재,원칙없는 증권거래세 원복 반대 청원,1
삼성화재,삼성화재 굿,-1
삼성화재,씨팍,-1
삼성화재,찟째명,-1
삼성화재,오늘도 들고있는것중에 이 그지같은것만 파란불,1
삼성화재,금리인하 삼성화재 주가상승 기대,1
삼성화재,삼성화재 분기 컨콜 증권사 리폿 리뷰 년,1
삼성화재,삼성화재 분기 실적 배당 소각 분석,1
삼성화재,삼성화재 주가 전망 차트분석 꼭 지켜내야 하는,1
삼성화재,자동차보험 계약했네요,1
삼성화재,국회청원 동의 부탁드립니다,1
삼성화재,눈물난다,-1
삼성화재,이제는 삼성화재에 보험 안든다,1
삼성화재,외국인 공매도 편에 선 이재명 정부,1
삼성화재,기후위기 시대에 맞물린 보험회사 전망,1
삼성화재,증권사 리포트,-1
삼성화재,국민청원 억 대주주 양도세 폐지 동,1
삼성화재,만 원 초반은 매수 기회 삼성화재 전략,1
삼성화재,다시 고점 볼 수 있을까,1
삼성화재,하여튼 기관 미칭게이야,1
삼성화재,먼데 갑자기,-1
삼성화재,실적 개판인가,-1
삼성화재,대주주 기준,-1
삼성화재,년부터 교육세 배로 증가,1
삼성화재,내일 실적발표 예상,1
삼성화재,이것만 바뀌면 이제 국장 날라갑니다,1
삼성화재,주가 폭락을 막는 최선의 방법,1
삼성화재,배당 소득세 청원 명 돌파 이제 얼마,1
삼성화재,배당소득분리과세 청원,1
삼성화재,삼성화재 월 해외여행 보험 급증,1
삼성화재,대주주 양도세 폐지해야 코스피 코리아,1
삼성화재,대주주양도세 억하향 강행예정,1
삼성화재,투자자의 힘으로 양도세를 폐지합시다,1
삼성화재,재명아,-1
삼성화재,이제는 배당소득세를 제대로 바꿀 때입니다,1
삼성화재,국민청원에 동참하면 양도세 막을 수 있습니다,1
삼성화재,개미투자자 여러분,-1
삼성화재,대주주양도세 시간이 없습니다,1
삼성화재,억 대주주 양도세 폐지 국민청원 동의 요,1
삼성화재,더불어민주당 비공개 회의 발언,1
삼성화재,뭘 또 이렇게 사냐,-1
삼성화재,진짜 힘못쓰는이유,1
삼성화재,빨리,-1
삼성화재,적정가는 한 만원 정도 된다고는 보는데,1
삼성화재,만원에서 만원까지,1
삼성화재,대주주 양도세 하향 반대 청원,1
삼성화재,국장 최대 주가 조작범은 누구,1
삼성화재,코스피 붕괴를 막기위해 청원에 동의해주세요,1
삼성화재,억 대주주 양도세 폐지 국민청원을 했,1
삼성화재,만원에 사겠다던 삼성화재를,1
삼성화재,층인데 이거 보험처리되나요,1
삼성화재,이상 하락했어요,-1
삼성화재,주가 간다고 했더니 진짜로 알았나,1
삼성화재,똑똑,-1
삼성화재,만원에 입성,-1
삼성화재,내일시초가로 입성예정,1
삼성화재,화재 다 쳐다보고 있다,1
삼성화재,화재 같아,-1
삼성화재,오늘도,-1
삼성화재,보험영업 실적이 저조한건지 경쟁기업들,1
삼성화재,이자놀이에 일침을 가하시니,1
삼성화재,배당이 든든해서 만원에도 안판다던 삼성화,1
삼성화재,일동안,-1
삼성화재,년 연말 배당금 감소,-1
삼성화재,증권 쓰어펄 인간아 투자의견 내지마라,1
삼성화재,왜못가,-1
삼성화재,만원에라도 사겠다던 삼성화재를,1
삼성화재,이런 날도 빠지는 주식이라니,1
삼성화재,월 대체부품으로 변경되면,1
삼성화재,삼화 손실,-1
삼성화재,장이 안좋으니까 보험주가 살아남네,1
삼성화재,삼성화재 매도사인 개월 후 재진,1
삼성화재,삼성화재 고객 사망보험금 조작,1
삼성화재,만원까지,-1
삼성화재,만원에 안팔던 삼성화재를,1
삼성화재,바닥이 없어졌네요,1
삼성화재,이재용 조금전 대법원서 무죄확정,1
삼성화재,만원일땐 안사던 삼성화재를,1
삼성화재,설거지,-1
삼성화재,윗멈,-1
삼성화재,뉴엔ai,-1
삼성화재,잡주도 아니고 이런다고,1
삼성화재,천하의 삼화가 푸로,1
삼성화재,보험 몽땅 삼성화재로 바꾸었습니다,1
고려아연,시간외대량거래,1
고려아연,오늘이 패닉셀일지 아님 뭔가 준비 중,1
고려아연,오마이갓 개인 무더기 설겆이,1
고려아연,만주 던졌다 내일 다 죽었다,1
고려아연,내일은 늦으리 폭락,1
고려아연,만원 위에선 일단 매도기회 줄 때 탈출,1
고려아연,중일 갈등생겨서 희토류통제하면,1
고려아연,막판 폭락 가능성,-1
고려아연,오른다,-1
고려아연,개나 소나 아는 경영권 지분싸움 설레발로,1
고려아연,만주 위 매수한 개미무덤 쏟아진다,1
고려아연,NH투자증권은 오늘도 산다,1
고려아연,최회장은 MBK매수를 쳐다만 보나,1
고려아연,개똥주야,-1
고려아연,얘도 자사주 있네,1
고려아연,왜 에서 더 못올라가나요,1
고려아연,뉴욕법원 페달포인트 증거개시 신청 전면 기,1
고려아연,만원 돌파할떄나 매수해라 지금 사면 안,1
고려아연,그냥 실적이 깡패다,1
고려아연,만원 오면,-1
고려아연,중일 갈등 확산,-1
고려아연,돈의 속도 vs 산업의 속도,1
고려아연,영풍MBK가 고려아연 장악했다면,1
고려아연,고려아연 적대적 M A 일,1
고려아연,설레발은 뭐다,-1
고려아연,느낌 좋네요,-1
고려아연,경쟁권분쟁,-1
고려아연,최씨 일가 화이팅,-1
고려아연,평단 딱 에 팔고 나가겠습니다,1
고려아연,최씨일가한테 비싸게 팔려고 매입했습니다,1
고려아연,속보 다카이치 대만 발언 철회 여부에,1
고려아연,MBK 기타금융 매수하는걸 가만히 놔두네,1
고려아연,매수는,-1
고려아연,시절이 하 수상하니 특이한 정신구조를 가진 자,1
고려아연,아까 빨간불들어올때 다 던졌네,1
고려아연,휴 개미들의 협력이 필요한 시점,1
고려아연,너 낼 좀 가겠는걸,1
고려아연,제수없어,-1
고려아연,이유없이 달릴준비 해보자,1
고려아연,매물대 보니,-1
고려아연,만 근처가면 매도하려했는데,1
고려아연,오늘은 둘째날,-1
고려아연,잘묵고간다 이좋은장에 여기서 퍼질러있어봤자,1
고려아연,힘들다,-1
고려아연,또 몰린다,-1
고려아연,고려아연은 장씨일가의 것,1
고려아연,그래 그래,-1
고려아연,황제주 가보좌 아직 안팔고 있다,1
고려아연,최회장 임기가 내년 월인거는,1
고려아연,분기 재무 비교,-1
고려아연,장기 투자 해야쥬,-1
고려아연,지분 추매하고 있네,1
고려아연,지금 경영진 똥줄탄다,1
고려아연,막판에 흔든거 맞쥬,1
고려아연,좋은회사에 좋은실적,1
고려아연,mbk사는데 공개 매수 선언 안하는가,1
고려아연,이번에는 좀더 길게 가져가보까요,1
고려아연,mbk 기타금융 오늘도 연속매수,1
고려아연,기타금융 매수 주체,-1
고려아연,이회사 성장동력이 경영권분쟁,1
고려아연,고려아연 분기 폭팔적 성장 예상 증권사 리포,1
고려아연,내리면 주워담고 장기로본다,1
고려아연,속보 중국 일본에 일본산 수산물 수입 중,1
고려아연,트럼프 고려아연에 지분투자,1
고려아연,운용규모 조 MBK가 인수하면 고려아연은 대,1
고려아연,이번 년도 배당 금액보라,1
고려아연,MBK가 어떤 회사인지,1
고려아연,힘을 내,-1
고려아연,영원한 주주,-1
고려아연,잘하면,-1
고려아연,차대전,-1
고려아연,작년 만원때도 연말 기타금융 매수,1
고려아연,mbk 기타금융 계속 매수중,1
고려아연,오늘은 개인이 하루 장난친날,1
고려아연,간다 반등 시작,-1
고려아연,경영권 분쟁 라운드 돌입이라더니,1
고려아연,바바이,-1
고려아연,시장이 암울할 때는 M A 관련주가 떠오르지,1
고려아연,지금 장세에는,-1
고려아연,여유로다,-1
고려아연,여윽시,-1
고려아연,이상 상승했어요,-1
고려아연,굿뉴스,-1
고려아연,다시시작,-1
고려아연,지분싸움 다시 시작될까요,1
고려아연,영풍주가보니,-1
고려아연,좋아보임,-1
고려아연,대통령 귀국하기 전까지 하락하면,1
고려아연,대한민국 증권시장 참 디럽네,1
고려아연,만원 매수 대기중,1
고려아연,배당일 빨리와라,-1
고려아연,국장 외인 탈출 후 기관 탈출중,1
고려아연,신성델타 오열하게 초 박스권끝까지밀어보자,1
고려아연,신성델타 아직도있네,1
고려아연,수급동향,-1
고려아연,하한가간다,-1
고려아연,마음에 여유는 본인들에 목이고,1
고려아연,얜 보수니,-1
고려아연,넬 반등 신호가 보인다,1
고려아연,백마넌 깨지면 열주만 간볼게,1
고려아연,언제 찍어줄래,-1
고려아연,체결 굿굿,-1
고려아연,올라가는척,-1
고려아연,진짜토악질나오넼,-1
고려아연,오늘도 준비하고,1
고려아연,투자자보호를 위한 첫 걸음을 시작 했습니다,1
고려아연,복덩이 고래아연이가 최고지,1
고려아연,이 토론방에는 정신병자가 조금 많은 거 같아,1
고려아연,에서 다시 매수할려는데,1
고려아연,국가기간산업이고 나발이고,1
고려아연,국가핵심기술기업을 시장에서 사고 팔면 않된다,1
고려아연,수출 규제로 이트륨 가격 폭등 첨단 산업,1
고려아연,지수폭락하면,-1
고려아연,금 시세가 다시 신고가 랠리라 들어왔는데,1
고려아연,너무 급하게 가면 또 급하게 떨어진다,1
고려아연,허허허허,-1
고려아연,오늘,-1
고려아연,증권사 레포트 만원 이란다,1
고려아연,그만 빼라,-1
고려아연,젠장,-1
고려아연,신성델타,-1
고려아연,니맘대로,-1
고려아연,오후부터는 분발하자,1
고려아연,발바닥 타짜입니다 고려아연 중간점검입니다,1
고려아연,모건 신한,-1
고려아연,제갈량이 지혜가,-1
고려아연,현재가 원 인데,-1
고려아연,지금 매수위치 어떤가요,1
고려아연,영풍 게시판보니,-1
고려아연,일간 거래가중 평균가격이 정,1
고려아연,매도해야하나요,-1
고려아연,원자재 및 에너지로 섹터 넘어온다이,1
고려아연,어제 안판 흑우 없제,1
고려아연,내 사랑 고려아연,-1
고려아연,매수로 돌아가면,-1
고려아연,이상 하락했어요,-1
고려아연,내리면,-1
고려아연,겁준다고 도망간애들,1
고려아연,던져야함 물량 개미한테 넘기는중,1
고려아연,자사주 소각 배당만원 주는회사는,1
고려아연,MBK 억 만 매수했겠나,1
고려아연,떨어지면 더 줍 줍 하고,1
고려아연,MBK가 그냥 샀다고,1
고려아연,나스닥 기술주하락중,1
고려아연,고려아연 목표주가 분석 리포트,1
고려아연,주식은 역시,-1
고려아연,만 까지 가능할듯,1
고려아연,형들 목표가 만으로 올렸는데,1
고려아연,일단 찐인거 확인했다,1
고려아연,이럼,-1
고려아연,금 은 동 다올랐다,1
고려아연,얼마전 내가 주가내려 못견디고,1
고려아연,누구꾐에 속아서,-1
고려아연,윤범이가 그래도 주주환원정책잘해줬나보네,1
고려아연,윤범아,-1
고려아연,세상은 핵심광물 전쟁임,1
고려아연,빗자루로,-1
고려아연,머선일이고,-1
고려아연,그나저나,-1
고려아연,이렇게까지 대형 사모끼고 왜 싸우까,1
고려아연,윤범아 형 마음이바꼈다,1
고려아연,윤범이가이기려면 개미들을 설득해야한다,1
고려아연,생각해봐,-1
고려아연,적정주가,-1
고려아연,내일도 상승 아니면 조정,1
고려아연,오는 왠일로 꽉찬 양봉이네,1
고려아연,형들 내 말 들어봐 좀,1
고려아연,뭐지 일하고 오니,1
고려아연,고려아연 건승하세요,1
고려아연,또 지분싸움이 시작 되었다,1
고려아연,윤범이와 MBK 전쟁시작일뿐,1
고려아연,무슨일 있나,-1
고려아연,와 이건 진짜 전쟁이네,1
고려아연,상한가,-1
고려아연,저가격에 파는애들은뭐냐 나도주워보자 낼부터,1
고려아연,에휴,-1
고려아연,알바들오열중이지,1
고려아연,아직 못산애들 어케 하냐,1
고려아연,윤범아 형 말했다 개 얻고싶으면 만들,1
고려아연,아직도,-1
고려아연,차트 잘보시는분들 많네요,1
고려아연,동시호가,-1
고려아연,한진칼때처럼 소액주주들 싸인받으러 울집까지 올듯,1
고려아연,윤범이형 내가 오늘개샀어 미안해,1
고려아연,오늘 급락한다더니만,1
고려아연,왜 여기서 찬티 안티 하고 있나요,1
고려아연,여기 개미들은 귀신같이,1
고려아연,어짜피 가지고있으면 갈수밖에 없지,1
고려아연,흐를려면 흐르라고해 더빠지길기다리는중,1
고려아연,주가내리면,-1
고려아연,실적발표,-1
현대로템,기관이 지수 방어한다고,1
현대로템,아주그냥 지들끼리,-1
현대로템,연 금이 연말에 실적 정산해야하니까,1
현대로템,한에도 똑같네 연기금 매도 외인 매수,1
현대로템,외국인이 매수하고 날아가면 되겠네,1
현대로템,Ir 한번더하면,1
현대로템,IR,-1
현대로템,연기금,-1
현대로템,로템아 IR하지말자,1
현대로템,기관 오늘 잠자다 하늘로 가길 아멘 아미,1
현대로템,기관 미친거냐,-1
현대로템,통화가치하락율 세계위,1
현대로템,씨티그룹이 동시호가로 들어온건가,1
현대로템,환율이 올라가는데,1
현대로템,만주머냐,-1
현대로템,공매들 정말 쉽게 물량 확보하네요,1
현대로템,오늘도 대단한 로템,1
현대로템,반대매매러 천억 해먹었으먄,1
현대로템,진짜 호가인가,-1
현대로템,현대로템 비우량채에도 대 저금리 방산 훈풍,1
현대로템,너네 설마 폴란드수출도 재명이 업적이라고 생,1
현대로템,현대로탬 세력들의 주가조작이다,1
현대로템,오늘 던진긋들,-1
현대로템,생각 보다 안 떨어지는데 무슨 걱정,1
현대로템,IR은 개미들 죽이기 위한 작전회의였구만,1
현대로템,로템보며 안팔고있는데,1
현대로템,장동혁 환율 원대 눈앞,1
현대로템,외늠 개관 개미 다죽게,1
현대로템,로템 주가가 기록보다,1
현대로템,재명이가 코스피 오천 만든다고 해서 진짜인줄,1
현대로템,저까따 증말,-1
현대로템,재명아 너때문에 주린이는 울어여,1
현대로템,이재밍이는 머하고 있을까 방산 쎄일 하러 쏘,1
현대로템,양심이 있으면 형제들은 따라가야지,1
현대로템,장초반에 하따로 입성,1
현대로템,만 밑에서 사세요,1
현대로템,근데 참 악질이네,-1
현대로템,옛날에 코로나주 sk바이오사이언스랑 흐름이,1
현대로템,어차피 올라갈 종목,-1
현대로템,종전되고,-1
현대로템,현대로템 오늘 주가 조작하고 있다고 소문 다 났다,1
현대로템,줍지들마셔여,-1
현대로템,아직도 여기 쭈구리고 있는 것이여,1
현대로템,내릴꺼면 확실히,1
현대로템,올해는 수익 다 끝났구만,1
현대로템,얜혼자만,-1
현대로템,불쌍한,-1
현대로템,미국것들,-1
현대로템,작전회의시 나온 말 이건 주가조작 추정,1
현대로템,결론 주가 조작 세력이,1
현대로템,신용청산,-1
현대로템,국장에서 기관역할이,1
현대로템,기관 오늘 잠자다가 고이 가시길 빌께,1
현대로템,전차는재건에속하잖아,1
현대로템,두시,-1
현대로템,러시아 우크랑 전혀 상관 없다 그러니 주가 조작이,1
현대로템,다 던지니 오르네요,1
현대로템,협력업체들은 무슨죄냐,1
현대로템,간다 기다렸다가 아괄 벌려라,1
현대로템,러 우로 전쟁으로 올라간것도 아닌데,1
현대로템,말했지,-1
현대로템,코스피가 플러스 빨강 로 돌아섯네요,1
현대로템,한국 기본적으로 휴전하고 국방비가 더 들어갔다,1
현대로템,카이 가져올수 있겠냐 협력업체도 격떨어진다,1
현대로템,현대로템,-1
현대로템,고점대비 하락,-1
현대로템,형이다,-1
현대로템,서서히 상승할것 같아요 좋은소식 있기를,1
현대로템,요즘 주식하면서 느끼는거지만,1
현대로템,뭔 호재거리 없으려나,1
현대로템,이거,-1
현대로템,금일차 파동,-1
현대로템,던지는 닭 대애가리들,1
현대로템,현대 주식은 왜 다 이런식인가요,1
현대로템,해외ir을 해야지,-1
현대로템,지나가다,-1
현대로템,급락했다면,-1
현대로템,루마니아도 가능성 높으니,1
현대로템,하락 추세선 따라 잘 가고 있네,1
현대로템,연기금은,-1
현대로템,야들아 방산중에 유일하게 재건까지 끼고있는,1
현대로템,Ir이후 작당모의후,1
현대로템,개미 개관 털리는건,1
현대로템,에 물렷는데,-1
현대로템,시장덕에 헐값에 주음,1
현대로템,현대로템이 현재 떨어지는 추가 이유,1
현대로템,지들이,-1
현대로템,매번,-1
현대로템,거래량 실린 장대 음봉,1
현대로템,오랜만에,-1
현대로템,참 방산주 중에,-1
현대로템,기관이 주가 이지경으로 만들고 있네,1
현대로템,똥주 같은것,-1
현대로템,병 진다되었네,-1
현대로템,아휴,-1
현대로템,궁금한게,-1
현대로템,다른 방산은 다 보합에 양전 하는대,1
현대로템,오늘 꼬리만 잘 만들면서,1
현대로템,적금담보대출 천땡겨서,1
현대로템,던지는 도그 상 베이비들은 뭐냐,1
현대로템,재매수 타점,-1
현대로템,음 꼬라지 보니,-1
현대로템,반대매매 털어도,-1
현대로템,내란세력 반성해야,1
현대로템,방산 문제가 아니고,1
현대로템,방산에 재건주도 포함이다,1
현대로템,오늘 반대매매,-1
현대로템,여기 움직이는 애들 양아치 맞다,1
현대로템,내일을 장담할 수 없는 차트인건 맞지만,1
현대로템,매도해야하나 자꾸내리기만,1
현대로템,대 방산주 중 꼴찌,-1
현대로템,시총 순위,-1
현대로템,아침에 판 사람들 멘탈 나가겠네,1
현대로템,보고 무서워서 팔았다는 글 있었는데,1
현대로템,영국에서 회발사비욤 만원 레이저 빔으로,1
현대로템,코스피,-1
현대로템,제발 본전만 주식 안할게여,1
현대로템,승자,-1
현대로템,한빛레이저 신기술,1
현대로템,매수후 너무 일찍 팔았네,1
현대로템,년까지 수주가 꽉찼는데,1
현대로템,한에 lig넥 양전했다,1
현대로템,오늘도 수익을 주신분들에게 고맙습니다,1
현대로템,이런 화끈한 조정이 좋음,1
현대로템,와 오늘 아침 진짜,-1
현대로템,로템이 발사체에 발을 들여놓으면서,1
현대로템,난 믿는다 만원,1
현대로템,종가 이말올할듯,1
현대로템,미수로,-1
현대로템,다른 방산 다 양전 가는데 얘만 왜 이래 주,1
현대로템,현대로템 CEO는 각성해야,1
현대로템,쫄지 마시라,-1
현대로템,양전가즈아,-1
현대로템,최근에 들어왔는데,1
현대로템,오늘 간당간당 한다에,1
현대로템,미쿡증시,-1
현대로템,퍼뺐다가 퍼만들어주니까 신났네,1
현대로템,오늘 신용이랑 개미턴게 신의한수다,1
현대로템,이짓거리하랴고,-1
현대로템,증거수집 중인 것만 알고 있어라,1
현대로템,주가조작 세력 구속 수사 원칙,1
현대로템,기 관,-1
현대로템,오랜만에 왔습니다 폴란드 조 수주했나요,1
현대로템,투신 연기금,-1
현대로템,여러분 다 쇼인거 아시죠,1
현대로템,블랙록 평단 만원,1
현대로템,아직도모르겠어 다른방산과 비교만해도,1
현대로템,한화에어로스 빨간불로 전환이네,1
현대로템,오늘의 공매 현황,1
현대로템,퍼에서 퍼떨어졌다고 좋아하는꼴이,1
현대로템,종전이랑 상관있냐,1
현대로템,방산 순방성과가 없나봅니다,1
현대로템,우리 로템이 주포들 믿는다,1
현대로템,일방적휴전,-1
현대로템,재명이 훈식이 방산 특사 갔어여,1
현대로템,한에 양전 양심있음 너도 좀 가라,1
현대로템,이때 안사면 언제 살거냐,1
현대로템,개관놈들,-1
현대로템,떨어질때가 바겐세일이었네,1
현대로템,이것만 복구가 안되네,1
현대로템,로템 여고생 초초초보만,1
현대로템,공매세력은 우리보다 정보력 빠르다,1
현대로템,만원 열려있나요,1
현대로템,세력이 조만간 너만겁나 올린갑다,1
현대로템,ss,-1
현대로템,이야 알파카 아직도 발작하고 있네,1
현대로템,번 경험,-1
현대로템,까지 반등나와야 돼,1
현대로템,다른건 다 원상회복인데,1
현대로템,월 재반복 중,-1
현대로템,와 악재 있나,-1
현대로템,한에는 보합 전일종가 네,1
현대로템,오늘 종가는 정도일듯,1
현대로템,공포에사서,-1
현대로템,종전 그냥좀 해라,-1
현대로템,방산이라도 요건 또 처지네,1
현대로템,조템,-1
현대로템,우크라이나 러시아 발전소 공습 뉴스,1
현대로템,복구하는척,-1
현대로템,IR만하면,-1
현대로템,아뭐야 보합 가는거 아니였어,1
현대로템,다시오지않을 만원 마지막 매도기회,1
현대로템,올도 주 한달봉급 털어서 삿따,1
현대로템,반등 b파에 매도 후 재매수,1
현대로템,기레기주식이네,1
현대로템,반등줄때 빼라,-1
현대로템,탱크 팔라고,-1
현대로템,아 신용턴거였구나 방산주쪽 다,1
현대로템,드디어 외인창구 보이네,1
현대로템,재매수 구간,-1
현대로템,차 분할매수 왔네,1
현대로템,월 신용으로 산 개미들 다 죽였네,1
현대로템,여긴 왜이래,-1
현대로템,진짜 로템이신용이 많아,1
효성중공업,배당이나 많이 주세요,-1
효성중공업,떨어질땐 무자비하게 떨어지는데 오를땐 찔금,1
효성중공업,나의분석노트,-1
효성중공업,낼 경고 풀리는데도 나기네,1
효성중공업,투기판 요즘뉴스꺼리 보면 공인들 재산공개많이,1
효성중공업,상법개정으로 난리인데 여긴 자사주가 없네,1
효성중공업,흐름을보니,-1
효성중공업,좋은 날,-1
효성중공업,그래,-1
효성중공업,나의분석노트 월요일 상승 하락,1
효성중공업,경고해제,-1
효성중공업,효성 지주사 예상 배당금 천원,1
효성중공업,나의분석노트 바닥은 일까,1
효성중공업,이리 된거 배당이나 많이 줘라,1
효성중공업,폭탄,-1
효성중공업,주포씨 적당히좀 하지,1
효성중공업,얼마니 얼마나 더,-1
효성중공업,쐬제,-1
효성중공업,이상 하락했어요,-1
효성중공업,오늘에서야,-1
효성중공업,난 배당주 품절주이기에 장투다,1
효성중공업,힘든 하루,-1
효성중공업,나의분석노트 외인 기관,1
효성중공업,토여,-1
효성중공업,떨어지면 더사면 됩니다,1
효성중공업,갑자기 왜 더떨어지냐 다른애들 다오르는데,1
효성중공업,효성이형,-1
효성중공업,일본인들,-1
효성중공업,투경해지일,-1
효성중공업,잡탕주에 속았다,1
효성중공업,털리지말자,-1
효성중공업,올해 배당금 만원 기대합니다,1
효성중공업,내가저번에,-1
효성중공업,외국인 매도 공세 중에도 전력기기 주는 줍줍,1
효성중공업,이종목은 꼭 비트코인 같단말이야,1
효성중공업,효성 진단 부탁합니다,1
효성중공업,이제 상한가 준비,-1
효성중공업,효중도 효화나 효티처럼 망하겠네,1
효성중공업,진짜 안오를건가,-1
효성중공업,개미들이 돈을 못버는이유,1
효성중공업,효성,-1
효성중공업,투자경고 해제,-1
효성중공업,돔황챠,-1
효성중공업,이주식은 몇시에,1
효성중공업,효성 이종목을,-1
효성중공업,장 요약 실리콘 음극재 진출 합,1
효성중공업,돈 잘버는 회사인데 걱정없을것 같은데,1
효성중공업,이상 상승했어요,-1
효성중공업,굿 뉴스,-1
효성중공업,왜 이주식은 시에,-1
효성중공업,NXT 재입성,-1
효성중공업,계약 공시는 큰건인데 주가는 바닦을,1
효성중공업,월 주가 대비 상승 기간조정 주,1
효성중공업,물타기,-1
효성중공업,두산보다 좋은 효성,1
효성중공업,자사주 소각과 배당을 합시다,1
효성중공업,막판 주 입성,-1
효성중공업,내가 매집하면 떨어지고,1
효성중공업,진짜,-1
효성중공업,오후부터 소주 병째입니다,1
효성중공업,만원에 다 털었다던 사람입니다,1
효성중공업,담주까지 관망해야것다,1
효성중공업,입성 현재 프로,-1
효성중공업,동요할것 없습니다 전형적인 개미털기입니다,1
효성중공업,주봉 월봉 피뢰침은 모다,1
효성중공업,이 주식 왜 이렇게 됐냐,1
효성중공업,투자경고해제판단일,1
효성중공업,지금이니,-1
효성중공업,동전주도 아니고,-1
효성중공업,하루에 퍼씩 맞으면 기분이어때요,1
효성중공업,신규,-1
효성중공업,와 화요일에 판게 신의 한수였네,1
효성중공업,너무 급하게 오른다 했다,1
효성중공업,내가 효성이는 자사주 없어서 재미 없을거라 했졔,1
효성중공업,누누이 말하는데 월 말 전에 매도해라,1
효성중공업,지금이 매수기회,1
효성중공업,줍줍하러 다시 옴,1
효성중공업,효성중공업이 끌고 효성티엔씨가 밀고,1
효성중공업,저가 매수 기회입니다,1
효성중공업,현대엘리베이터 분기배당 천원에 상승,1
효성중공업,적정가,-1
효성중공업,급상이나 떠뿌라 고마,1
효성중공업,갭상승매도 갭하락매수,1
효성중공업,만 효성을 바라며,1
효성중공업,신용 다털리는겨,1
효성중공업,물타서 는 건졌다,1
효성중공업,감사합니다 프로,-1
효성중공업,이런 저번주랑 같노,1
효성중공업,투경이 무셔,-1
효성중공업,따끔따끔 하제,-1
효성중공업,난 대피,-1
효성중공업,내릴때 사자,-1
효성중공업,만원 깨졌는데 대피하는 게 맞나,1
효성중공업,몰것다,-1
효성중공업,일봉상 쌍봉 출현 돔황챠,1
효성중공업,회사 여직원한테 이 종목 추천해줬는데 호재네요,1
효성중공업,꺄악,-1
효성중공업,애드라 아침에 이거팔고,1
효성중공업,이거,-1
효성중공업,개월만에,-1
효성중공업,결국은 삼전 하닉이 가야,1
효성중공업,차트상,-1
효성중공업,개잡주처럼 움직이네,1
효성중공업,종가 만은 지켜주겠죠,1
효성중공업,급락 나오면 아무것도 안하면서 오르면 생트집이야,1
효성중공업,투경을 받아도 쫄지 않고 배당이나 받을란다,1
효성중공업,퍼 빼는데 초도 안걸리네,1
효성중공업,롤러코스터 뭐냐,-1
효성중공업,거래량,-1
효성중공업,외인은 프매로 던지고 기관이,1
효성중공업,슈팅 구간,-1
효성중공업,효중이가 올라야 이넘도,1
효성중공업,노타는 투경 받고도,1
효성중공업,앞자리 고치자,-1
효성중공업,효중이가 빌빌거리니,1
효성중공업,줍줍 미쳤네,-1
효성중공업,만원 평생 노래를 불러봐라,1
효성중공업,빨리 올랐으니 투경이지,1
효성중공업,꼴이좋네 뭐 만원,1
효성중공업,아 투경걸리믄 nxt안되는거,1
효성중공업,빨강,-1
효성중공업,애드라,-1
효성중공업,하이닉스도,-1
효성중공업,투경 자고나니 헐 대세네 효성,1
효성중공업,코스피 간다 파격 전망,1
효성중공업,훈장이네,-1
효성중공업,AI 요약 효성이 투자경고종목으로 지정되었,1
효성중공업,낼도 프리장에서 쐈으면,1
효성중공업,애드라 효성 꼬라지보니,1
효성중공업,장 요약 배당소득세 인하 지주사,1
효성중공업,호오,-1
효성중공업,저평가주에서 드뎌 탈출하는듯,1
효성중공업,호재뉴스 나오면,1
효성중공업,호가창 얇아서 그런지 기복이 크네 올릴때 순,1
효성중공업,투경도 종다,-1
효성중공업,너무 고점,-1
효성중공업,조용히 가라앉은 오후장에,1
효성중공업,만원대부터 꾸준히 매수해왔는데,1
효성중공업,두산이 백만원이면 효성은,1
효성중공업,감사합니다,-1
효성중공업,시간 투자만 잘하면,1
효성중공업,뚫으면,-1
효성중공업,다들 운전자 보험 드세요,1
효성중공업,절대 만원 못간다,1
효성중공업,골로 간다,-1
효성중공업,거봐,-1
효성중공업,퍼 잘먹고갑니다,1
효성중공업,원래기본가가 두배정도 더 가 있어도 이상없쥬,1
효성중공업,방심금지,-1
효성중공업,오늘 그나마 개미들 갖고 있는 프로 물량마저,1
효성중공업,넥스트에서 이렇게 올라버리면,1
효성중공업,애드라 고맙다,-1
효성중공업,이렇게 올릴거면 왜 일에 무지막지하게 뺀거지,1
효성중공업,헐 뭔가 지금 이시간 대단 일부 주주인데용,1
효성중공업,품절주라 거래량 없어도 쭉 가네,1
효성중공업,배당시즌,-1
효성중공업,두산,-1
효성중공업,AI 요약 효성중공업 호원구역 재개발정비,1
효성중공업,소형주라 세력이 붙으면 훨훨,1
효성중공업,다른 그룹 지주사 들은,-1
효성중공업,작년 per 배당프로 품절주,1
효성중공업,두산도 못이기면 주식도 아니다,1
효성중공업,찬바람분다,-1
효성중공업,AI 버블 우려에도 전력실적 짜릿 목표가,1
